player_id,player_name,team_id,age,role
1444,Player_1444,17,22,Bowler
1445,Player_1445,12,24,Defender
1446,Player_1446,17,20,Defender
1447,Player_1447,10,21,All-Rounder
1448,Player_1448,1,32,Defender
1449,Player_1449,18,19,Goalkeeper
1450,Player_1450,18,22,All-Rounder
1451,Player_1451,14,24,Defender
1452,Player_1452,15,39,All-Rounder
1453,Player_1453,12,34,Goalkeeper
1454,Player_1454,4,25,Bowler
1455,Player_1455,3,26,Batsman
1456,Player_1456,20,27,All-Rounder
1457,Player_1457,12,28,Batsman
1458,Player_1458,7,18,Bowler
1459,Player_1459,11,32,Goalkeeper
1460,Player_1460,1,25,Bowler
1461,Player_1461,6,36,Batsman
1462,Player_1462,15,29,Goalkeeper
1463,Player_1463,15,23,Defender
1464,Player_1464,19,27,Defender
1465,Player_1465,11,22,All-Rounder
1466,Player_1466,2,24,Defender
1467,Player_1467,14,24,Batsman
1468,Player_1468,2,39,Defender
1469,Player_1469,4,39,All-Rounder
1470,Player_1470,17,26,Goalkeeper
1471,Player_1471,3,32,Defender
1472,Player_1472,13,23,All-Rounder
1473,Player_1473,9,33,Defender
1474,Player_1474,7,24,Defender
1475,Player_1475,15,32,Batsman
1476,Player_1476,11,19,All-Rounder
1477,Player_1477,20,25,All-Rounder
1478,Player_1478,2,29,Bowler
1479,Player_1479,15,28,Bowler
1480,Player_1480,14,23,All-Rounder
1481,Player_1481,20,37,Batsman
1482,Player_1482,11,30,Defender
1483,Player_1483,3,33,Goalkeeper
1484,Player_1484,17,25,Defender
1485,Player_1485,12,34,Goalkeeper
1486,Player_1486,15,30,Batsman
1487,Player_1487,16,21,Bowler
1488,Player_1488,5,37,All-Rounder
1489,Player_1489,20,27,Batsman
1490,Player_1490,6,39,Goalkeeper
1491,Player_1491,19,37,All-Rounder
1492,Player_1492,5,33,Goalkeeper
1493,Player_1493,3,34,Defender
1494,Player_1494,1,25,Defender
1495,Player_1495,6,28,Defender
1496,Player_1496,15,22,All-Rounder
1497,Player_1497,2,38,Bowler
1498,Player_1498,3,33,Bowler
1499,Player_1499,17,25,Goalkeeper
1500,Player_1500,12,38,Bowler
1501,Player_1501,18,33,Bowler
1502,Player_1502,15,21,Goalkeeper
1503,Player_1503,12,23,Goalkeeper
1504,Player_1504,16,38,Goalkeeper
1505,Player_1505,8,25,All-Rounder
1506,Player_1506,14,26,Goalkeeper
1507,Player_1507,17,30,All-Rounder
1508,Player_1508,8,34,All-Rounder
1509,Player_1509,15,26,All-Rounder
1510,Player_1510,14,30,Goalkeeper
1511,Player_1511,18,26,Bowler
1512,Player_1512,20,23,Bowler
1513,Player_1513,7,27,Goalkeeper
1514,Player_1514,3,22,Bowler
1515,Player_1515,12,24,Goalkeeper
1516,Player_1516,3,28,All-Rounder
1517,Player_1517,20,26,Defender
1518,Player_1518,14,27,Batsman
1519,Player_1519,15,28,Goalkeeper
1520,Player_1520,14,20,All-Rounder
1521,Player_1521,7,25,Defender
1522,Player_1522,17,34,All-Rounder
1523,Player_1523,12,24,Batsman
1524,Player_1524,20,29,Bowler
1525,Player_1525,4,33,Bowler
1526,Player_1526,9,32,All-Rounder
1527,Player_1527,6,38,Batsman
1528,Player_1528,16,30,All-Rounder
1529,Player_1529,2,35,Bowler
1530,Player_1530,8,35,All-Rounder
1531,Player_1531,11,22,Defender
1532,Player_1532,13,31,Batsman
1533,Player_1533,17,28,Bowler
1534,Player_1534,8,20,All-Rounder
1535,Player_1535,18,34,Batsman
1536,Player_1536,18,29,All-Rounder
1537,Player_1537,14,20,Bowler
1538,Player_1538,15,19,Batsman
1539,Player_1539,6,21,Bowler
1540,Player_1540,11,35,Defender
1541,Player_1541,13,37,Defender
1542,Player_1542,1,38,Goalkeeper
1543,Player_1543,6,31,Batsman
1544,Player_1544,9,25,Defender
1545,Player_1545,8,19,Goalkeeper
1546,Player_1546,11,36,Batsman
1547,Player_1547,19,27,Bowler
1548,Player_1548,9,22,All-Rounder
1549,Player_1549,17,28,All-Rounder
1550,Player_1550,12,26,Bowler
1551,Player_1551,14,33,Defender
1552,Player_1552,15,22,All-Rounder
1553,Player_1553,16,32,Bowler
1554,Player_1554,20,31,Goalkeeper
1555,Player_1555,1,26,Goalkeeper
1556,Player_1556,10,37,Bowler
1557,Player_1557,8,22,Batsman
1558,Player_1558,18,32,Defender
1559,Player_1559,1,26,Defender
1560,Player_1560,2,21,Bowler
1561,Player_1561,1,38,All-Rounder
1562,Player_1562,1,38,Defender
1563,Player_1563,9,21,Defender
1564,Player_1564,13,37,Goalkeeper
1565,Player_1565,1,38,Goalkeeper
1566,Player_1566,13,39,Goalkeeper
1567,Player_1567,20,24,Defender
1568,Player_1568,7,32,Defender
1569,Player_1569,2,39,Defender
1570,Player_1570,6,34,All-Rounder
1571,Player_1571,7,35,All-Rounder
1572,Player_1572,14,24,All-Rounder
1573,Player_1573,18,36,Batsman
1574,Player_1574,15,27,Defender
1575,Player_1575,2,30,Defender
1576,Player_1576,10,19,Bowler
1577,Player_1577,12,39,Bowler
1578,Player_1578,17,37,Batsman
1579,Player_1579,8,28,Bowler
1580,Player_1580,11,22,All-Rounder
1581,Player_1581,3,23,Batsman
1582,Player_1582,6,20,Batsman
1583,Player_1583,9,18,Batsman
1584,Player_1584,6,20,Goalkeeper
1585,Player_1585,9,20,Bowler
1586,Player_1586,7,39,Defender
1587,Player_1587,9,21,Goalkeeper
1588,Player_1588,18,24,All-Rounder
1589,Player_1589,12,32,Goalkeeper
1590,Player_1590,8,28,All-Rounder
1591,Player_1591,8,35,Defender
1592,Player_1592,18,29,Defender
1593,Player_1593,20,21,Bowler
1594,Player_1594,15,28,Goalkeeper
1595,Player_1595,7,23,Defender
1596,Player_1596,11,36,All-Rounder
1597,Player_1597,20,35,Defender
1598,Player_1598,16,32,Bowler
1599,Player_1599,4,20,All-Rounder
1600,Player_1600,6,34,Batsman
1601,Player_1601,3,18,Bowler
1602,Player_1602,9,19,Bowler
1603,Player_1603,10,36,Batsman
1604,Player_1604,14,26,Defender
1605,Player_1605,11,25,Bowler
1606,Player_1606,18,29,Batsman
1607,Player_1607,12,32,Batsman
1608,Player_1608,12,24,Bowler
1609,Player_1609,13,38,Goalkeeper
1610,Player_1610,13,33,Bowler
1611,Player_1611,19,24,Goalkeeper
1612,Player_1612,19,37,Defender
1613,Player_1613,14,38,Batsman
1614,Player_1614,4,29,All-Rounder
1615,Player_1615,13,34,Bowler
1616,Player_1616,8,28,All-Rounder
1617,Player_1617,19,21,Defender
1618,Player_1618,12,36,Bowler
1619,Player_1619,18,19,All-Rounder
1620,Player_1620,6,19,Defender
1621,Player_1621,18,34,Goalkeeper
1622,Player_1622,19,26,Defender
1623,Player_1623,5,39,Bowler
1624,Player_1624,9,18,Bowler
1625,Player_1625,3,27,Bowler
1626,Player_1626,10,32,Defender
1627,Player_1627,19,38,Bowler
1628,Player_1628,3,32,Defender
1629,Player_1629,15,38,Batsman
1630,Player_1630,1,19,Batsman
1631,Player_1631,7,31,Batsman
1632,Player_1632,12,21,All-Rounder
1633,Player_1633,17,35,Batsman
1634,Player_1634,20,26,Batsman
1635,Player_1635,5,19,Defender
1636,Player_1636,4,19,Defender
1637,Player_1637,12,35,Bowler
1638,Player_1638,20,34,Bowler
1639,Player_1639,18,26,Bowler
1640,Player_1640,17,25,Defender
1641,Player_1641,19,19,Defender
1642,Player_1642,9,19,Batsman
1643,Player_1643,4,22,Goalkeeper
1644,Player_1644,2,29,Defender
1645,Player_1645,4,33,Goalkeeper
1646,Player_1646,2,31,Defender
1647,Player_1647,15,37,Defender
1648,Player_1648,2,19,All-Rounder
1649,Player_1649,4,25,Goalkeeper
1650,Player_1650,6,21,All-Rounder
1651,Player_1651,7,37,Batsman
1652,Player_1652,10,26,All-Rounder
1653,Player_1653,19,37,All-Rounder
1654,Player_1654,19,36,Batsman
1655,Player_1655,12,19,Goalkeeper
1656,Player_1656,3,33,Bowler
1657,Player_1657,13,28,Defender
1658,Player_1658,18,25,Goalkeeper
1659,Player_1659,8,29,Batsman
1660,Player_1660,15,20,All-Rounder
1661,Player_1661,1,30,Bowler
1662,Player_1662,3,19,All-Rounder
1663,Player_1663,8,30,Defender
1664,Player_1664,4,25,Batsman
1665,Player_1665,16,32,Bowler
1666,Player_1666,10,38,Goalkeeper
1667,Player_1667,12,26,Goalkeeper
1668,Player_1668,14,28,Batsman
1669,Player_1669,14,39,Batsman
1670,Player_1670,2,38,All-Rounder
1671,Player_1671,5,20,Bowler
1672,Player_1672,5,24,Defender
1673,Player_1673,6,31,Batsman
1674,Player_1674,13,32,Bowler
1675,Player_1675,9,26,Batsman
1676,Player_1676,15,37,Batsman
1677,Player_1677,14,28,Goalkeeper
1678,Player_1678,7,24,Bowler
1679,Player_1679,20,29,Goalkeeper
1680,Player_1680,2,36,Goalkeeper
1681,Player_1681,7,35,Bowler
1682,Player_1682,6,30,Goalkeeper
1683,Player_1683,17,28,All-Rounder
1684,Player_1684,2,18,Defender
1685,Player_1685,3,23,Defender
1686,Player_1686,5,38,All-Rounder
1687,Player_1687,5,19,Batsman
1688,Player_1688,1,30,Goalkeeper
1689,Player_1689,8,30,Defender
1690,Player_1690,12,36,Bowler
1691,Player_1691,4,26,Batsman
1692,Player_1692,13,36,Defender
1693,Player_1693,15,18,Goalkeeper
1694,Player_1694,11,25,Defender
1695,Player_1695,10,31,Goalkeeper
1696,Player_1696,3,33,Batsman
1697,Player_1697,14,21,All-Rounder
1698,Player_1698,16,35,Goalkeeper
1699,Player_1699,10,31,Goalkeeper
1700,Player_1700,10,26,Batsman
1701,Player_1701,12,32,Batsman
1702,Player_1702,9,20,Bowler
1703,Player_1703,1,21,Batsman
1704,Player_1704,5,35,Defender
1705,Player_1705,20,31,Goalkeeper
1706,Player_1706,8,32,All-Rounder
1707,Player_1707,11,25,Batsman
1708,Player_1708,12,27,Goalkeeper
1709,Player_1709,1,29,All-Rounder
1710,Player_1710,20,38,Bowler
1711,Player_1711,11,26,Defender
1712,Player_1712,5,25,Bowler
1713,Player_1713,15,34,Batsman
1714,Player_1714,5,26,Defender
1715,Player_1715,12,30,Bowler
1716,Player_1716,5,31,Goalkeeper
1717,Player_1717,17,22,Batsman
1718,Player_1718,17,26,Bowler
1719,Player_1719,12,33,Defender
1720,Player_1720,15,36,Defender
1721,Player_1721,15,24,All-Rounder
1722,Player_1722,6,29,Defender
1723,Player_1723,12,19,Defender
1724,Player_1724,20,35,Batsman
1725,Player_1725,18,35,Defender
1726,Player_1726,14,33,All-Rounder
1727,Player_1727,2,28,Defender
1728,Player_1728,9,19,All-Rounder
1729,Player_1729,5,31,Goalkeeper
1730,Player_1730,20,21,All-Rounder
1731,Player_1731,1,24,Batsman
1732,Player_1732,3,19,Bowler
1733,Player_1733,6,38,Bowler
1734,Player_1734,5,31,Goalkeeper
1735,Player_1735,5,24,Batsman
1736,Player_1736,1,26,Goalkeeper
1737,Player_1737,17,25,Goalkeeper
1738,Player_1738,19,26,Defender
1739,Player_1739,14,24,Defender
1740,Player_1740,12,36,Batsman
1741,Player_1741,10,34,Bowler
1742,Player_1742,20,30,All-Rounder
1743,Player_1743,18,28,Defender
1744,Player_1744,11,39,Batsman
1745,Player_1745,2,35,Batsman
1746,Player_1746,18,34,Bowler
1747,Player_1747,7,33,Batsman
1748,Player_1748,15,27,Batsman
1749,Player_1749,11,21,Bowler
1750,Player_1750,18,21,Defender
1751,Player_1751,12,39,Bowler
1752,Player_1752,6,28,Goalkeeper
1753,Player_1753,20,38,Defender
1754,Player_1754,13,25,Goalkeeper
1755,Player_1755,20,26,Batsman
1756,Player_1756,16,33,Goalkeeper
1757,Player_1757,18,27,Bowler
1758,Player_1758,10,26,Bowler
1759,Player_1759,8,20,All-Rounder
1760,Player_1760,18,19,Batsman
1761,Player_1761,1,26,Bowler
1762,Player_1762,8,30,Defender
1763,Player_1763,6,23,Bowler
1764,Player_1764,5,21,Defender
1765,Player_1765,15,31,Batsman
1766,Player_1766,15,28,All-Rounder
1767,Player_1767,2,19,All-Rounder
1768,Player_1768,1,20,Goalkeeper
1769,Player_1769,11,22,Bowler
1770,Player_1770,10,24,Batsman
1771,Player_1771,18,28,Goalkeeper
1772,Player_1772,18,29,Batsman
1773,Player_1773,17,28,Batsman
1774,Player_1774,8,36,Goalkeeper
1775,Player_1775,15,30,Batsman
1776,Player_1776,8,21,Goalkeeper
1777,Player_1777,17,31,Bowler
1778,Player_1778,12,29,Goalkeeper
1779,Player_1779,8,19,Bowler
1780,Player_1780,14,25,All-Rounder
1781,Player_1781,4,39,Goalkeeper
1782,Player_1782,1,36,All-Rounder
1783,Player_1783,1,30,Goalkeeper
1784,Player_1784,19,38,Batsman
1785,Player_1785,16,38,All-Rounder
1786,Player_1786,14,18,Defender
1787,Player_1787,16,22,Defender
1788,Player_1788,5,39,Defender
1789,Player_1789,9,28,All-Rounder
1790,Player_1790,2,28,Bowler
1791,Player_1791,18,30,Goalkeeper
1792,Player_1792,6,19,Batsman
1793,Player_1793,9,36,Batsman
1794,Player_1794,1,33,All-Rounder
1795,Player_1795,9,22,Defender
1796,Player_1796,16,31,Batsman
1797,Player_1797,13,36,Batsman
1798,Player_1798,9,22,Bowler
1799,Player_1799,13,38,Batsman
1800,Player_1800,9,26,Batsman
1801,Player_1801,11,29,Goalkeeper
1802,Player_1802,4,33,Batsman
1803,Player_1803,2,36,Goalkeeper
1804,Player_1804,6,32,Defender
1805,Player_1805,14,34,Bowler
1806,Player_1806,4,32,Batsman
1807,Player_1807,6,20,Bowler
1808,Player_1808,19,34,Bowler
1809,Player_1809,6,30,Bowler
1810,Player_1810,2,26,All-Rounder
1811,Player_1811,18,30,Goalkeeper
1812,Player_1812,13,33,Bowler
1813,Player_1813,9,36,Defender
1814,Player_1814,19,31,Batsman
1815,Player_1815,13,25,Bowler
1816,Player_1816,11,39,Bowler
1817,Player_1817,1,36,Batsman
1818,Player_1818,7,20,Defender
1819,Player_1819,15,38,Bowler
1820,Player_1820,1,35,Bowler
1821,Player_1821,12,33,Defender
1822,Player_1822,7,31,Bowler
1823,Player_1823,15,33,Defender
1824,Player_1824,19,34,Bowler
1825,Player_1825,1,37,Batsman
1826,Player_1826,17,28,Defender
1827,Player_1827,17,30,Batsman
1828,Player_1828,3,28,Batsman
1829,Player_1829,12,21,Bowler
1830,Player_1830,6,31,Defender
1831,Player_1831,11,22,All-Rounder
1832,Player_1832,3,21,Batsman
1833,Player_1833,8,18,Batsman
1834,Player_1834,14,31,Batsman
1835,Player_1835,14,24,Bowler
1836,Player_1836,10,27,Bowler
1837,Player_1837,2,19,Batsman
1838,Player_1838,14,27,Bowler
1839,Player_1839,9,20,Bowler
1840,Player_1840,3,38,Bowler
1841,Player_1841,8,25,Goalkeeper
1842,Player_1842,16,27,Defender
1843,Player_1843,2,25,Bowler
1844,Player_1844,6,31,Goalkeeper
1845,Player_1845,12,35,Goalkeeper
1846,Player_1846,5,26,Bowler
1847,Player_1847,2,39,Goalkeeper
1848,Player_1848,16,26,All-Rounder
1849,Player_1849,5,21,Goalkeeper
1850,Player_1850,15,20,Defender
1851,Player_1851,12,31,Goalkeeper
1852,Player_1852,4,31,Bowler
1853,Player_1853,15,38,Batsman
1854,Player_1854,11,33,All-Rounder
1855,Player_1855,16,22,Goalkeeper
1856,Player_1856,6,37,All-Rounder
1857,Player_1857,14,32,Defender
1858,Player_1858,18,38,Goalkeeper
1859,Player_1859,12,26,Goalkeeper
1860,Player_1860,11,24,All-Rounder
1861,Player_1861,13,30,Goalkeeper
1862,Player_1862,11,25,Goalkeeper
1863,Player_1863,16,29,Batsman
1864,Player_1864,15,21,All-Rounder
1865,Player_1865,15,33,Bowler
1866,Player_1866,4,23,Bowler
1867,Player_1867,11,22,Defender
1868,Player_1868,19,18,Batsman
1869,Player_1869,15,31,All-Rounder
1870,Player_1870,4,26,All-Rounder
1871,Player_1871,13,35,Batsman
1872,Player_1872,19,23,Batsman
1873,Player_1873,2,32,Defender
1874,Player_1874,14,33,Bowler
1875,Player_1875,4,25,All-Rounder
1876,Player_1876,16,36,Batsman
1877,Player_1877,20,22,All-Rounder
1878,Player_1878,14,31,Bowler
1879,Player_1879,15,24,All-Rounder
1880,Player_1880,3,21,All-Rounder
1881,Player_1881,8,38,Batsman
1882,Player_1882,16,18,Batsman
1883,Player_1883,10,21,Batsman
1884,Player_1884,4,31,Bowler
1885,Player_1885,18,33,Goalkeeper
1886,Player_1886,2,24,Bowler
1887,Player_1887,17,27,Batsman
1888,Player_1888,13,27,Defender
1889,Player_1889,4,21,All-Rounder
1890,Player_1890,11,29,All-Rounder
1891,Player_1891,7,23,All-Rounder
1892,Player_1892,12,30,All-Rounder
1893,Player_1893,10,38,Defender
1894,Player_1894,7,18,Batsman
1895,Player_1895,13,25,Goalkeeper
1896,Player_1896,7,33,All-Rounder
1897,Player_1897,17,22,Goalkeeper
1898,Player_1898,10,24,Bowler
1899,Player_1899,10,20,Bowler
1900,Player_1900,4,38,All-Rounder
1901,Player_1901,20,19,Batsman
1902,Player_1902,4,19,Defender
1903,Player_1903,7,37,All-Rounder
1904,Player_1904,1,27,Bowler
1905,Player_1905,12,37,Bowler
1906,Player_1906,13,26,Goalkeeper
1907,Player_1907,10,35,Defender
1908,Player_1908,15,23,All-Rounder
1909,Player_1909,13,37,Batsman
1910,Player_1910,9,23,Goalkeeper
1911,Player_1911,9,27,Defender
1912,Player_1912,15,26,Goalkeeper
1913,Player_1913,10,26,Batsman
1914,Player_1914,10,20,Bowler
1915,Player_1915,8,29,All-Rounder
1916,Player_1916,16,28,All-Rounder
1917,Player_1917,17,31,Batsman
1918,Player_1918,5,36,All-Rounder
1919,Player_1919,4,27,All-Rounder
1920,Player_1920,18,36,Goalkeeper
1921,Player_1921,19,22,Batsman
1922,Player_1922,4,39,Goalkeeper
1923,Player_1923,7,26,All-Rounder
1924,Player_1924,10,18,Defender
1925,Player_1925,18,32,Defender
1926,Player_1926,19,21,Goalkeeper
1927,Player_1927,4,24,Bowler
1928,Player_1928,10,23,Bowler
1929,Player_1929,1,32,Batsman
1930,Player_1930,18,23,Defender
1931,Player_1931,5,24,Defender
1932,Player_1932,15,37,Goalkeeper
1933,Player_1933,17,39,All-Rounder
1934,Player_1934,3,20,Batsman
1935,Player_1935,12,38,Goalkeeper
1936,Player_1936,2,30,Bowler
1937,Player_1937,1,19,All-Rounder
1938,Player_1938,17,20,Batsman
1939,Player_1939,16,30,All-Rounder
1940,Player_1940,5,26,Bowler
1941,Player_1941,15,39,Goalkeeper
1942,Player_1942,3,36,Goalkeeper
1943,Player_1943,7,35,Defender
1944,Player_1944,11,22,Goalkeeper
1945,Player_1945,10,27,Defender
1946,Player_1946,9,31,Goalkeeper
1947,Player_1947,14,38,Batsman
1948,Player_1948,13,34,Bowler
1949,Player_1949,2,20,All-Rounder
1950,Player_1950,3,24,Bowler
1951,Player_1951,7,26,Bowler
1952,Player_1952,18,22,Defender
1953,Player_1953,3,21,Defender
1954,Player_1954,10,20,Batsman
1955,Player_1955,7,30,All-Rounder
1956,Player_1956,9,26,Goalkeeper
1957,Player_1957,17,24,Goalkeeper
1958,Player_1958,11,25,Bowler
1959,Player_1959,7,27,Batsman
1960,Player_1960,14,18,All-Rounder
1961,Player_1961,19,37,Goalkeeper
1962,Player_1962,4,38,Bowler
1963,Player_1963,6,38,Batsman
1964,Player_1964,10,18,All-Rounder
1965,Player_1965,7,36,Bowler
1966,Player_1966,13,19,Bowler
1967,Player_1967,14,29,Batsman
1968,Player_1968,4,30,Batsman
1969,Player_1969,8,31,Batsman
1970,Player_1970,5,22,Batsman
1971,Player_1971,1,20,All-Rounder
1972,Player_1972,4,34,Batsman
1973,Player_1973,3,18,Batsman
1974,Player_1974,9,31,Batsman
1975,Player_1975,8,23,All-Rounder
1976,Player_1976,1,34,Goalkeeper
1977,Player_1977,6,21,Bowler
1978,Player_1978,9,23,Defender
1979,Player_1979,7,18,Bowler
1980,Player_1980,4,26,All-Rounder
1981,Player_1981,13,21,Batsman
1982,Player_1982,17,26,All-Rounder
1983,Player_1983,2,26,Goalkeeper
1984,Player_1984,5,39,Defender
1985,Player_1985,12,30,Goalkeeper
1986,Player_1986,8,34,Batsman
1987,Player_1987,6,38,All-Rounder
1988,Player_1988,8,20,All-Rounder
1989,Player_1989,18,23,Batsman
1990,Player_1990,3,37,Batsman
1991,Player_1991,12,32,Defender
1992,Player_1992,3,31,Goalkeeper
1993,Player_1993,6,30,Batsman
1994,Player_1994,2,26,Batsman
1995,Player_1995,12,32,Goalkeeper
1996,Player_1996,2,31,Batsman
1997,Player_1997,6,21,Defender
1998,Player_1998,17,28,Defender
1999,Player_1999,3,39,Goalkeeper
2000,Player_2000,2,19,Bowler
2001,Player_2001,20,33,Defender
2002,Player_2002,8,36,All-Rounder
2003,Player_2003,12,33,All-Rounder
2004,Player_2004,4,24,Bowler
2005,Player_2005,5,28,Defender
2006,Player_2006,13,29,Batsman
2007,Player_2007,15,21,Bowler
2008,Player_2008,16,33,Batsman
2009,Player_2009,10,33,All-Rounder
2010,Player_2010,16,24,Bowler
2011,Player_2011,12,30,Defender
2012,Player_2012,17,22,All-Rounder
2013,Player_2013,16,18,Defender
2014,Player_2014,12,22,Batsman
2015,Player_2015,8,39,Defender
2016,Player_2016,20,31,Bowler
2017,Player_2017,3,28,Batsman
2018,Player_2018,16,19,Bowler
2019,Player_2019,13,35,Batsman
2020,Player_2020,19,32,Bowler
2021,Player_2021,8,31,All-Rounder
2022,Player_2022,5,30,Bowler
2023,Player_2023,20,19,All-Rounder
2024,Player_2024,8,36,Goalkeeper
2025,Player_2025,12,25,Defender
2026,Player_2026,1,39,Batsman
2027,Player_2027,20,34,Defender
2028,Player_2028,6,32,All-Rounder
2029,Player_2029,18,37,All-Rounder
2030,Player_2030,8,38,All-Rounder
2031,Player_2031,7,31,Bowler
2032,Player_2032,1,20,Defender
2033,Player_2033,16,34,All-Rounder
2034,Player_2034,12,20,Goalkeeper
2035,Player_2035,6,30,All-Rounder
2036,Player_2036,20,35,Defender
2037,Player_2037,2,18,All-Rounder
2038,Player_2038,14,24,All-Rounder
2039,Player_2039,4,22,Batsman
2040,Player_2040,1,19,All-Rounder
2041,Player_2041,18,34,Defender
2042,Player_2042,13,38,Batsman
2043,Player_2043,2,27,Batsman
2044,Player_2044,9,21,All-Rounder
2045,Player_2045,2,26,All-Rounder
2046,Player_2046,9,38,Goalkeeper
2047,Player_2047,1,28,Defender
2048,Player_2048,11,29,Defender
2049,Player_2049,3,29,Bowler
2050,Player_2050,20,35,Bowler
2051,Player_2051,4,21,Defender
2052,Player_2052,18,26,All-Rounder
2053,Player_2053,6,25,Batsman
2054,Player_2054,3,36,Goalkeeper
2055,Player_2055,11,30,All-Rounder
2056,Player_2056,15,19,Batsman
2057,Player_2057,5,36,Defender
2058,Player_2058,20,31,All-Rounder
2059,Player_2059,10,22,Goalkeeper
2060,Player_2060,12,27,Bowler
2061,Player_2061,15,34,Batsman
2062,Player_2062,17,37,All-Rounder
2063,Player_2063,10,33,Goalkeeper
2064,Player_2064,6,34,All-Rounder
2065,Player_2065,18,18,Defender
2066,Player_2066,13,38,Batsman
2067,Player_2067,3,39,Defender
2068,Player_2068,10,32,Defender
2069,Player_2069,14,34,Bowler
2070,Player_2070,6,28,Defender
2071,Player_2071,3,39,Goalkeeper
2072,Player_2072,16,22,Batsman
2073,Player_2073,7,21,Bowler
2074,Player_2074,20,38,All-Rounder
2075,Player_2075,14,26,Defender
2076,Player_2076,9,33,All-Rounder
2077,Player_2077,15,29,Bowler
2078,Player_2078,3,35,All-Rounder
2079,Player_2079,2,39,Goalkeeper
2080,Player_2080,2,20,Bowler
2081,Player_2081,3,32,Batsman
2082,Player_2082,18,35,Batsman
2083,Player_2083,14,29,Batsman
2084,Player_2084,20,30,Batsman
2085,Player_2085,18,18,Bowler
2086,Player_2086,10,21,Bowler
2087,Player_2087,2,25,Bowler
2088,Player_2088,1,36,Defender
2089,Player_2089,4,38,Bowler
2090,Player_2090,14,38,Bowler
2091,Player_2091,1,22,Bowler
2092,Player_2092,14,28,Batsman
2093,Player_2093,16,34,Goalkeeper
2094,Player_2094,14,34,Batsman
2095,Player_2095,20,19,Goalkeeper
2096,Player_2096,3,18,Goalkeeper
2097,Player_2097,3,21,Goalkeeper
2098,Player_2098,9,26,Batsman
2099,Player_2099,6,19,Defender
2100,Player_2100,13,20,All-Rounder
2101,Player_2101,2,23,Defender
2102,Player_2102,8,30,Batsman
2103,Player_2103,2,32,Goalkeeper
2104,Player_2104,4,28,All-Rounder
2105,Player_2105,15,27,Defender
2106,Player_2106,4,20,Bowler
2107,Player_2107,13,37,Defender
2108,Player_2108,12,26,Batsman
2109,Player_2109,13,27,All-Rounder
2110,Player_2110,14,38,Bowler
2111,Player_2111,20,29,All-Rounder
2112,Player_2112,18,25,All-Rounder
2113,Player_2113,6,38,Defender
2114,Player_2114,11,38,Goalkeeper
2115,Player_2115,2,38,Defender
2116,Player_2116,19,34,Bowler
2117,Player_2117,19,39,Batsman
2118,Player_2118,5,22,Defender
2119,Player_2119,19,25,Goalkeeper
2120,Player_2120,2,35,Goalkeeper
2121,Player_2121,10,28,Defender
2122,Player_2122,2,39,Bowler
2123,Player_2123,11,27,Goalkeeper
2124,Player_2124,18,32,Goalkeeper
2125,Player_2125,15,23,Bowler
2126,Player_2126,9,36,Bowler
2127,Player_2127,19,34,Bowler
2128,Player_2128,9,27,Bowler
2129,Player_2129,3,22,Defender
2130,Player_2130,9,33,Defender
2131,Player_2131,14,29,All-Rounder
2132,Player_2132,19,38,All-Rounder
2133,Player_2133,7,22,All-Rounder
2134,Player_2134,16,38,Goalkeeper
2135,Player_2135,16,18,Bowler
2136,Player_2136,1,19,Defender
2137,Player_2137,4,22,Defender
2138,Player_2138,4,36,Bowler
2139,Player_2139,7,32,All-Rounder
2140,Player_2140,8,18,Goalkeeper
2141,Player_2141,17,28,Defender
2142,Player_2142,5,35,Batsman
2143,Player_2143,7,20,Goalkeeper
2144,Player_2144,20,26,Goalkeeper
2145,Player_2145,20,21,All-Rounder
2146,Player_2146,4,30,Bowler
2147,Player_2147,6,26,Batsman
2148,Player_2148,7,20,All-Rounder
2149,Player_2149,18,33,Bowler
2150,Player_2150,5,39,Batsman
2151,Player_2151,20,25,Defender
2152,Player_2152,3,24,Batsman
2153,Player_2153,7,34,All-Rounder
2154,Player_2154,14,33,Batsman
2155,Player_2155,7,38,Batsman
2156,Player_2156,5,39,Batsman
2157,Player_2157,5,35,Defender
2158,Player_2158,2,33,Bowler
2159,Player_2159,6,32,Batsman
2160,Player_2160,15,19,Goalkeeper
2161,Player_2161,10,37,All-Rounder
2162,Player_2162,7,21,Goalkeeper
2163,Player_2163,5,22,Bowler
2164,Player_2164,1,24,All-Rounder
2165,Player_2165,13,32,Bowler
2166,Player_2166,18,34,All-Rounder
2167,Player_2167,13,27,Goalkeeper
2168,Player_2168,18,37,Goalkeeper
2169,Player_2169,5,26,Defender
2170,Player_2170,13,33,Bowler
2171,Player_2171,4,20,Goalkeeper
2172,Player_2172,17,39,All-Rounder
2173,Player_2173,3,26,Batsman
2174,Player_2174,17,25,Batsman
2175,Player_2175,11,24,Batsman
2176,Player_2176,20,34,Defender
2177,Player_2177,4,22,Goalkeeper
2178,Player_2178,2,24,Bowler
2179,Player_2179,20,30,Bowler
2180,Player_2180,16,35,Defender
2181,Player_2181,18,39,All-Rounder
2182,Player_2182,8,31,Goalkeeper
2183,Player_2183,3,35,Goalkeeper
2184,Player_2184,9,20,All-Rounder
2185,Player_2185,20,34,All-Rounder
2186,Player_2186,6,36,Goalkeeper
2187,Player_2187,10,24,Goalkeeper
2188,Player_2188,10,38,Batsman
